,col_1,col_2,corr
9189,SCell_Downlink_RBs_MCS_18,SCell_Downlink_RBs_MCS_31,0.14212609113489827
2657,Pos in Ref Round,SCell_Downlink_RBs_MCS_16,0.1421017409029743
1651,dewPoint,PCell_Band_Indicator,0.1420388579330999
8631,SCell_Downlink_RBs_MCS_1,SCell_Cell_ID,0.14201068658925653
3787,PCell_RSSI_max,SCell_Downlink_RBs_MCS_21,0.14197116212864003
3679,PCell_RSSI_2,SCell_Downlink_RBs_MCS_21,0.14197116212864003
3363,PCell_RSRQ_2,SCell_Uplink_frequency,0.1418451803774702
3362,PCell_RSRQ_2,SCell_Downlink_frequency,0.14184518037746954
7074,PCell_Downlink_RBs_MCS_31,SCell_freq_MHz,0.14178212046728178
8404,SCell_SNR_2,SCell_Downlink_RBs_MCS_26,0.14171364499485936
4308,PCell_Downlink_TB_Size,SCell_Downlink_RBs_MCS_17,0.1416576271914827
3694,PCell_RSSI_2,SCell_Cell_Identity,0.14142601128201046
3802,PCell_RSSI_max,SCell_Cell_Identity,0.14142601128201046
7332,PCell_Uplink_Tx_Power_(dBm),SCell_Downlink_RBs_MCS_28,0.14135689312706068
8961,SCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_30,0.14134376775922386
6661,PCell_Downlink_RBs_MCS_26,SCell_RSRP_max,0.14134056691575594
9451,SCell_Cell_ID,SCell_Band_Indicator,0.14130067645462546
6936,PCell_Downlink_RBs_MCS_30,PCell_Downlink_RBs_MCS_31,0.1411145916764542
6602,PCell_Downlink_RBs_MCS_25,SCell_Downlink_RBs_MCS_4,0.14105495073887592
1308,precipProbability,SCell_Downlink_RBs_MCS_20,0.14094467445737477
3795,PCell_RSSI_max,SCell_Downlink_RBs_MCS_29,0.14092526624591703
3687,PCell_RSSI_2,SCell_Downlink_RBs_MCS_29,0.14092526624591703
454,Latitude,PCell_Downlink_RBs_MCS_14,0.14087626042006346
3010,PCell_RSRP_2,SCell_Downlink_RBs_MCS_21,0.1407264043950566
6775,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_28,0.1406839435241753
3888,PCell_SNR_1,SCell_Downlink_RBs_MCS_15,0.14054603032678734
8915,SCell_Downlink_RBs_MCS_9,SCell_Downlink_RBs_MCS_17,0.14043883449376904
8103,SCell_RSRQ_2,SCell_Downlink_RBs_MCS_22,0.14040661712787464
8155,SCell_RSRQ_max,SCell_Downlink_RBs_MCS_22,0.14038029213855752
5491,PCell_Downlink_RBs_MCS_12,PCell_Downlink_RBs_MCS_17,0.1403683336323359
1905,pressure,SCell_RSRP_2,0.1402125931538396
9154,SCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_21,0.14015627553596213
6623,PCell_Downlink_RBs_MCS_25,SCell_Downlink_RBs_MCS_25,0.14015425770928716
6101,PCell_Downlink_RBs_MCS_19,PCell_Downlink_Average_MCS,0.14007187014075415
2023,windSpeed,PCell_Band_Indicator,0.14004759715861392
8053,SCell_RSRQ_1,SCell_Downlink_RBs_MCS_25,0.1399458789458898
4174,PCell_Downlink_Num_RBs,SCell_RSRP_1,0.13967825275028853
5406,PCell_Downlink_RBs_MCS_11,PCell_Downlink_RBs_MCS_21,0.13967121568922397
1816,humidity,SCell_Downlink_RBs_MCS_22,0.13962289558804655
594,Longitude,PCell_Downlink_RBs_MCS_20,0.13957881817196932
4288,PCell_Downlink_TB_Size,SCell_E-ARFCN,0.13956606793559356
103,ping_ms,SCell_Downlink_RBs_MCS_10,0.1395341629171348
1235,precipProbability,PCell_Downlink_RBs_MCS_6,0.13950662483992451
3959,PCell_SNR_2,PCell_Cell_Identity,0.13937338322655415
6979,PCell_Downlink_RBs_MCS_30,SCell_Downlink_RBs_MCS_16,0.13935765976229206
3149,PCell_RSRQ_1,PCell_RSSI_1,0.13926716832511116
8400,SCell_SNR_2,SCell_Downlink_RBs_MCS_22,0.13924062653571948
5849,PCell_Downlink_RBs_MCS_16,PCell_Downlink_RBs_MCS_29,0.13920354751502162
151,datarate,cloudCover,0.13903670966576967
4130,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_1,0.13890402067582347
1191,precipIntensity,SCell_Downlink_Average_MCS,0.13884776579536554
5288,PCell_Downlink_RBs_MCS_9,SCell_Downlink_RBs_MCS_26,0.1388200256555906
4748,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_18,0.1385706160955595
4992,PCell_Downlink_RBs_MCS_6,SCell_Downlink_RBs_MCS_11,0.13843360282961562
8353,SCell_SNR_1,SCell_Downlink_RBs_MCS_22,0.13843279398031869
1002,COG,PCell_Downlink_Average_MCS,0.13837995233316275
1233,precipProbability,PCell_Downlink_RBs_MCS_4,0.13833973666240174
604,Longitude,PCell_Downlink_RBs_MCS_30,0.1381509055765343
3724,PCell_RSSI_max,PCell_Downlink_RBs_MCS_17,0.13811824795342373
3616,PCell_RSSI_2,PCell_Downlink_RBs_MCS_17,0.13811824795342373
5796,PCell_Downlink_RBs_MCS_15,SCell_Downlink_RBs_MCS_3,0.13807930455449763
7365,PCell_Cell_ID,SCell_SNR_1,0.13804994044620822
4990,PCell_Downlink_RBs_MCS_6,SCell_Downlink_RBs_MCS_9,0.13790319499092157
6630,PCell_Downlink_RBs_MCS_25,SCell_Downlink_Average_MCS,0.13783745230473127
6324,PCell_Downlink_RBs_MCS_21,SCell_Cell_Identity,0.13770024014049345
5998,PCell_Downlink_RBs_MCS_17,SCell_Cell_Identity,0.13767078676954714
3125,PCell_RSRP_max,SCell_Downlink_RBs_MCS_22,0.1375071969398571
9004,SCell_Downlink_RBs_MCS_11,target_datarate,0.13741961955086715
4261,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_29,0.13735462333826406
1995,windSpeed,PCell_Downlink_RBs_MCS_13,0.13725024224786522
6875,PCell_Downlink_RBs_MCS_29,PCell_Band_Indicator,0.13722975292275003
5991,PCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_29,0.13709958183372178
5048,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_31,0.13706793740124543
3894,PCell_SNR_1,SCell_Downlink_RBs_MCS_21,0.136886010109468
5861,PCell_Downlink_RBs_MCS_16,PCell_Band_Indicator,0.13687910311427498
7574,PCell_Cell_Identity,SCell_Downlink_RBs_MCS_12,0.13671678094263873
5690,PCell_Downlink_RBs_MCS_14,PCell_Band_Indicator,0.13668379405701597
3913,PCell_SNR_1,SCell_Allowed_Access,0.13667245341719222
5992,PCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_30,0.136530438589783
6693,PCell_Downlink_RBs_MCS_26,SCell_Downlink_RBs_MCS_20,0.13648696317957837
6753,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_6,0.13635476103147895
4761,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_31,0.13632937349348945
1234,precipProbability,PCell_Downlink_RBs_MCS_5,0.13614857088519294
5558,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_26,0.136100150828143
1114,precipIntensity,PCell_Downlink_RBs_MCS_14,0.13609685972934285
7024,PCell_Downlink_RBs_MCS_31,SCell_RSRQ_max,0.13602139550220516
4749,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_19,0.13596863354347952
4751,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_21,0.13584271704611126
793,Altitude,SCell_Downlink_RBs_MCS_27,0.13578326851116204
2175,cloudCover,SCell_Downlink_RBs_MCS_12,0.13572620550808115
460,Latitude,PCell_Downlink_RBs_MCS_20,0.13571184268100087
6254,PCell_Downlink_RBs_MCS_21,PCell_Downlink_RBs_MCS_24,0.13556787744475188
5591,PCell_Downlink_RBs_MCS_13,PCell_Downlink_RBs_MCS_29,0.13545827138188193
6904,PCell_Downlink_RBs_MCS_29,SCell_Downlink_RBs_MCS_12,0.13540023696031067
5037,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_20,0.13527867964080317
6114,PCell_Downlink_RBs_MCS_19,SCell_RSRP_2,0.13524224866952692
5426,PCell_Downlink_RBs_MCS_11,PCell_Band_Indicator,0.13515732363640073
2337,Traffic Jam Factor,PCell_RSSI_1,0.13507492100176938
8169,SCell_RSRQ_max,SCell_Cell_Identity,0.1350526940138296
1994,windSpeed,PCell_Downlink_RBs_MCS_12,0.13503873419329848
8158,SCell_RSRQ_max,SCell_Downlink_RBs_MCS_25,0.13488727885580717
4800,PCell_Downlink_RBs_MCS_4,SCell_Downlink_RBs_MCS_11,0.13482668330919576
2782,measurement,SCell_Downlink_RBs_MCS_24,0.13479340322753744
8751,SCell_Downlink_RBs_MCS_4,SCell_Cell_ID,0.1347287855404054
1116,precipIntensity,PCell_Downlink_RBs_MCS_16,0.13456185508540047
1359,temperature,PCell_Downlink_RBs_MCS_2,0.13454817080851536
1486,apparentTemperature,PCell_Downlink_RBs_MCS_2,0.13454817080851536
4394,PCell_Downlink_RBs_MCS_0,SCell_Downlink_RBs_MCS_1,0.13450473324904277
6046,PCell_Downlink_RBs_MCS_18,SCell_Downlink_RBs_MCS_1,0.1344102883972009
962,COG,PCell_RSSI_1,0.13440998977988988
4204,PCell_Downlink_Num_RBs,SCell_Downlink_RBs_MCS_16,0.13440785178848752
1525,apparentTemperature,PCell_Band_Indicator,0.13432738983688722
1398,temperature,PCell_Band_Indicator,0.13432738983688722
5583,PCell_Downlink_RBs_MCS_13,PCell_Downlink_RBs_MCS_21,0.13427184370308393
588,Longitude,PCell_Downlink_RBs_MCS_14,0.1341159686609715
4940,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_18,0.1340991160390569
6129,PCell_Downlink_RBs_MCS_19,SCell_Downlink_RBs_MCS_2,0.13386676358558558
2594,Pos in Ref Round,PCell_Downlink_RBs_MCS_12,0.1338197612721146
9447,SCell_Cell_ID,SCell_Downlink_frequency,0.13379815906934867
9448,SCell_Cell_ID,SCell_Uplink_frequency,0.13379815906934858
3730,PCell_RSSI_max,PCell_Downlink_RBs_MCS_23,0.13379711037558584
3622,PCell_RSSI_2,PCell_Downlink_RBs_MCS_23,0.13379711037558584
2665,Pos in Ref Round,SCell_Downlink_RBs_MCS_24,0.1337566127578864
6537,PCell_Downlink_RBs_MCS_24,SCell_Downlink_RBs_MCS_15,0.13375409122639342
6756,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_9,0.13371071651579997
6946,PCell_Downlink_RBs_MCS_30,PCell_Band_Indicator,0.1336786187958407
4694,PCell_Downlink_RBs_MCS_3,SCell_Downlink_RBs_MCS_3,0.13363840228771118
9490,SCell_Band_Indicator,target_datarate,0.13351441200690004
6281,PCell_Downlink_RBs_MCS_21,SCell_RSSI_2,0.13346803669962395
6282,PCell_Downlink_RBs_MCS_21,SCell_RSSI_max,0.13346803669962395
7094,PCell_Downlink_Average_MCS,SCell_RSRQ_max,0.1333687854371965
5226,PCell_Downlink_RBs_MCS_9,PCell_Downlink_RBs_MCS_22,0.13329267445420548
2693,measurement,PCell_RSSI_max,0.13326236569605637
2692,measurement,PCell_RSSI_2,0.13326236569605637
9241,SCell_Downlink_RBs_MCS_20,SCell_Cell_Identity,0.13323881661075146
455,Latitude,PCell_Downlink_RBs_MCS_15,0.13316809603098914
5718,PCell_Downlink_RBs_MCS_14,SCell_Downlink_RBs_MCS_11,0.13314710156547474
2595,Pos in Ref Round,PCell_Downlink_RBs_MCS_13,0.13314057942292476
1179,precipIntensity,SCell_Downlink_RBs_MCS_20,0.13297230277478891
1783,humidity,SCell_RSRQ_1,0.13267880033806875
7591,PCell_Cell_Identity,SCell_Downlink_RBs_MCS_29,0.13262536087239873
5087,PCell_Downlink_RBs_MCS_7,SCell_Downlink_RBs_MCS_11,0.13261252385357664
6009,PCell_Downlink_RBs_MCS_18,PCell_Downlink_RBs_MCS_22,0.13260827527712865
6360,PCell_Downlink_RBs_MCS_22,SCell_RSSI_2,0.13253433039243895
6361,PCell_Downlink_RBs_MCS_22,SCell_RSSI_max,0.13253433039243895
8453,SCell_E-ARFCN,SCell_Downlink_RBs_MCS_29,0.1324733314753276
2750,measurement,SCell_RSSI_1,0.1324354867603354
4643,PCell_Downlink_RBs_MCS_3,PCell_Downlink_RBs_MCS_11,0.13242287156467175
6547,PCell_Downlink_RBs_MCS_24,SCell_Downlink_RBs_MCS_25,0.13236933190702954
453,Latitude,PCell_Downlink_RBs_MCS_13,0.13227958613423724
1130,precipIntensity,PCell_Downlink_RBs_MCS_30,0.13224153398109947
8684,SCell_Downlink_RBs_MCS_3,SCell_Downlink_RBs_MCS_5,0.13219773210027846
6650,PCell_Downlink_RBs_MCS_26,PCell_Uplink_Tx_Power_(dBm),0.13171293863399172
5232,PCell_Downlink_RBs_MCS_9,PCell_Downlink_RBs_MCS_28,0.13166089189558308
2183,cloudCover,SCell_Downlink_RBs_MCS_20,0.13159388941937392
7955,SCell_RSRP_2,SCell_Cell_Identity,0.13139064507434828
1818,humidity,SCell_Downlink_RBs_MCS_24,0.131305636081125
6265,PCell_Downlink_RBs_MCS_21,PCell_Uplink_Tx_Power_(dBm),0.13126128955440436
6898,PCell_Downlink_RBs_MCS_29,SCell_Downlink_RBs_MCS_6,0.13126057869916677
6921,PCell_Downlink_RBs_MCS_29,SCell_Downlink_RBs_MCS_29,0.13122119483218422
2778,measurement,SCell_Downlink_RBs_MCS_20,0.1311966768415632
7130,PCell_Downlink_Average_MCS,SCell_Downlink_RBs_MCS_27,0.13114036771632492
5627,PCell_Downlink_RBs_MCS_13,SCell_Downlink_RBs_MCS_7,0.13112660338529303
4750,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_20,0.13111668029227638
5369,PCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_16,0.13108739648441367
1786,humidity,SCell_RSSI_1,0.13098874725955503
5181,PCell_Downlink_RBs_MCS_8,SCell_Downlink_RBs_MCS_11,0.13092689930037352
7334,PCell_Uplink_Tx_Power_(dBm),SCell_Downlink_RBs_MCS_30,0.1308091144280634
1110,precipIntensity,PCell_Downlink_RBs_MCS_10,0.13075774385566402
5214,PCell_Downlink_RBs_MCS_9,PCell_Downlink_RBs_MCS_10,0.13059925501271974
1320,precipProbability,SCell_Downlink_Average_MCS,0.13056179031504211
8546,SCell_Downlink_TB_Size,SCell_Cell_ID,0.13050215321274053
9173,SCell_Downlink_RBs_MCS_17,SCell_Allowed_Access,0.1304277473785124
3850,PCell_SNR_1,PCell_Cell_ID,0.1304032995238927
6603,PCell_Downlink_RBs_MCS_25,SCell_Downlink_RBs_MCS_5,0.13011052037266943
2325,uvIndex,SCell_freq_MHz,0.12987085194760004
1127,precipIntensity,PCell_Downlink_RBs_MCS_27,0.12984054555061283
1942,pressure,SCell_Downlink_RBs_MCS_24,0.12980858875596027
5036,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_19,0.1297797758312993
2961,PCell_RSRP_2,PCell_Downlink_RBs_MCS_31,0.1297471347292755
6143,PCell_Downlink_RBs_MCS_19,SCell_Downlink_RBs_MCS_16,0.12973452342072486
2331,Traffic Jam Factor,PCell_RSRP_1,0.1296703090540253
3912,PCell_SNR_1,SCell_MNC,0.1296566614736615
3910,PCell_SNR_1,SCell_TAC,0.12962154219104133
4853,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_26,0.12956096720743604
1634,dewPoint,PCell_Downlink_RBs_MCS_24,0.12953541038362307
5535,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_3,0.12951941497154934
9380,SCell_Downlink_RBs_MCS_27,target_datarate,0.12937504699096714
3621,PCell_RSSI_2,PCell_Downlink_RBs_MCS_22,0.12935544391325884
3729,PCell_RSSI_max,PCell_Downlink_RBs_MCS_22,0.12935544391325884
7063,PCell_Downlink_RBs_MCS_31,SCell_Downlink_RBs_MCS_30,0.1293452585607487
3517,PCell_RSSI_1,PCell_Downlink_RBs_MCS_27,0.12925746274587824
2333,Traffic Jam Factor,PCell_RSRP_max,0.12914276475942985
9035,SCell_Downlink_RBs_MCS_12,target_datarate,0.1288963137250438
3432,PCell_RSRQ_max,SCell_RSSI_2,0.12883448546974777
3433,PCell_RSRQ_max,SCell_RSSI_max,0.12883448546974777
4896,PCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_11,0.12872655226544671
4850,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_23,0.12869664635723313
8151,SCell_RSRQ_max,SCell_Downlink_RBs_MCS_18,0.12866066079860924
6226,PCell_Downlink_RBs_MCS_20,SCell_Downlink_RBs_MCS_18,0.12860076268664192
9094,SCell_Downlink_RBs_MCS_14,target_datarate,0.12856192466766247
5646,PCell_Downlink_RBs_MCS_13,SCell_Downlink_RBs_MCS_26,0.12846532742918984
4236,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_4,0.12829341575475814
6694,PCell_Downlink_RBs_MCS_26,SCell_Downlink_RBs_MCS_21,0.12827229586367458
8639,SCell_Downlink_RBs_MCS_1,SCell_freq_MHz,0.1281522903301075
8598,SCell_Downlink_RBs_MCS_0,target_datarate,0.12813407733129362
8328,SCell_SNR_1,SCell_E-ARFCN,0.12800060759933948
6971,PCell_Downlink_RBs_MCS_30,SCell_Downlink_RBs_MCS_8,0.12766980737209194
8226,SCell_RSSI_1,target_datarate,0.1276078207509278
6742,PCell_Downlink_RBs_MCS_27,SCell_SNR_1,0.127490913605034
5670,PCell_Downlink_RBs_MCS_14,PCell_Downlink_RBs_MCS_21,0.127317162039411
1812,humidity,SCell_Downlink_RBs_MCS_18,0.12728969454320357
8106,SCell_RSRQ_2,SCell_Downlink_RBs_MCS_25,0.12720093670706858
9090,SCell_Downlink_RBs_MCS_14,SCell_Band_Indicator,0.1270974807275933
6195,PCell_Downlink_RBs_MCS_20,SCell_RSRP_2,0.12706970915256363
9171,SCell_Downlink_RBs_MCS_17,SCell_Band_Indicator,0.12703898946827347
4221,PCell_Downlink_Num_RBs,SCell_Cell_ID,0.1269989816205973
6359,PCell_Downlink_RBs_MCS_22,SCell_RSSI_1,0.12697633047777676
767,Altitude,SCell_Downlink_RBs_MCS_1,0.12695477716113288
3733,PCell_RSSI_max,PCell_Downlink_RBs_MCS_26,0.12685428610433028
3625,PCell_RSSI_2,PCell_Downlink_RBs_MCS_26,0.12685428610433028
7386,PCell_Cell_ID,SCell_Downlink_RBs_MCS_16,0.1268005532510576
6872,PCell_Downlink_RBs_MCS_29,PCell_Uplink_frequency,0.12675122145011053
6871,PCell_Downlink_RBs_MCS_29,PCell_Downlink_frequency,0.12675122145010606
6778,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_31,0.12661598203952454
3239,PCell_RSRQ_1,SCell_Downlink_RBs_MCS_23,0.1265308424934188
1997,windSpeed,PCell_Downlink_RBs_MCS_15,0.12644727850567994
956,COG,PCell_RSRP_1,0.12644148893327675
4282,PCell_Downlink_TB_Size,SCell_RSRQ_max,0.12637140676256242
4953,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_31,0.12627135519879107
9121,SCell_Downlink_RBs_MCS_15,SCell_freq_MHz,0.12625642982841154
5709,PCell_Downlink_RBs_MCS_14,SCell_Downlink_RBs_MCS_2,0.1261198396637055
1513,apparentTemperature,PCell_Downlink_RBs_MCS_29,0.12609241716246206
1386,temperature,PCell_Downlink_RBs_MCS_29,0.12609241716246206
4851,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_24,0.1257607283791705
2896,PCell_RSRP_1,SCell_Downlink_RBs_MCS_22,0.12550059511270498
6477,PCell_Downlink_RBs_MCS_23,SCell_Downlink_Average_MCS,0.1254843383542287
178,datarate,PCell_Downlink_RBs_MCS_7,0.12544055215109876
6999,PCell_Downlink_RBs_MCS_30,SCell_Cell_Identity,0.12541141544950785
605,Longitude,PCell_Downlink_RBs_MCS_31,0.12538277206940412
5242,PCell_Downlink_RBs_MCS_9,PCell_Uplink_frequency,0.12537817875887997
5241,PCell_Downlink_RBs_MCS_9,PCell_Downlink_frequency,0.12537817875886792
226,datarate,SCell_E-ARFCN,0.1253628442813487
4849,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_22,0.1252674888751261
8364,SCell_SNR_1,SCell_Cell_ID,0.12526594548950173
6438,PCell_Downlink_RBs_MCS_23,SCell_RSSI_2,0.12521281262479944
6439,PCell_Downlink_RBs_MCS_23,SCell_RSSI_max,0.12521281262479944
6239,PCell_Downlink_RBs_MCS_20,SCell_Downlink_RBs_MCS_31,0.12519339517482847
6974,PCell_Downlink_RBs_MCS_30,SCell_Downlink_RBs_MCS_11,0.12517068135750953
4897,PCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_12,0.12512519768855185
8454,SCell_E-ARFCN,SCell_Downlink_RBs_MCS_30,0.12504854886235162
6275,PCell_Downlink_RBs_MCS_21,SCell_RSRP_2,0.12495153522028206
4855,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_28,0.12494083155538747
6019,PCell_Downlink_RBs_MCS_18,PCell_Downlink_Average_MCS,0.12492723541033308
5130,PCell_Downlink_RBs_MCS_8,PCell_Downlink_RBs_MCS_19,0.12486604606186935
2149,cloudCover,SCell_RSRP_1,0.12485158847117099
2788,measurement,SCell_Downlink_RBs_MCS_30,0.12480428436671692
8680,SCell_Downlink_RBs_MCS_2,SCell_freq_MHz,0.12477590111624384
5534,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_2,0.12464514711326859
205,datarate,PCell_Uplink_TB_Size,0.1246397617885608
8543,SCell_Downlink_TB_Size,SCell_Downlink_RBs_MCS_30,0.12456689480251319
4942,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_20,0.12430303227526121
6121,PCell_Downlink_RBs_MCS_19,SCell_RSSI_max,0.12429793834629654
6120,PCell_Downlink_RBs_MCS_19,SCell_RSSI_2,0.12429793834629654
6696,PCell_Downlink_RBs_MCS_26,SCell_Downlink_RBs_MCS_23,0.12422334387524045
459,Latitude,PCell_Downlink_RBs_MCS_19,0.12412739810685838
6440,PCell_Downlink_RBs_MCS_23,SCell_SNR_1,0.12391749563175503
5142,PCell_Downlink_RBs_MCS_8,PCell_Downlink_RBs_MCS_31,0.12387078166401208
5605,PCell_Downlink_RBs_MCS_13,PCell_freq_MHz,0.12384447923453165
3304,PCell_RSRQ_2,PCell_Uplink_Tx_Power_(dBm),0.12374955468780578
1709,dewPoint,SCell_Allowed_Access,0.12374356164419771
108,ping_ms,SCell_Downlink_RBs_MCS_15,0.12361564743589677
36,ping_ms,PCell_Downlink_RBs_MCS_1,0.12357263701327251
6774,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_27,0.1235393103955147
4340,PCell_Downlink_RBs_MCS_0,PCell_Downlink_RBs_MCS_6,0.12347291522438436
8099,SCell_RSRQ_2,SCell_Downlink_RBs_MCS_18,0.12346088748263152
1419,temperature,SCell_Downlink_RBs_MCS_3,0.12345968791483583
1546,apparentTemperature,SCell_Downlink_RBs_MCS_3,0.12345968791483583
5260,PCell_Downlink_RBs_MCS_9,SCell_Downlink_Num_RBs,0.12338290411822425
7397,PCell_Cell_ID,SCell_Downlink_RBs_MCS_27,0.12330338506323836
5980,PCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_18,0.12319623032003815
1113,precipIntensity,PCell_Downlink_RBs_MCS_13,0.12317947971767076
5449,PCell_Downlink_RBs_MCS_11,SCell_Downlink_RBs_MCS_6,0.12308863345237928
4941,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_19,0.12307481813753851
7022,PCell_Downlink_RBs_MCS_31,SCell_RSRQ_1,0.12302947726947795
5536,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_4,0.12299080162172202
5965,PCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_3,0.12287365292926296
5804,PCell_Downlink_RBs_MCS_15,SCell_Downlink_RBs_MCS_11,0.1227784688412474
5496,PCell_Downlink_RBs_MCS_12,PCell_Downlink_RBs_MCS_22,0.12276742079449082
6147,PCell_Downlink_RBs_MCS_19,SCell_Downlink_RBs_MCS_20,0.12258860654510273
1938,pressure,SCell_Downlink_RBs_MCS_20,0.12256132658578153
5802,PCell_Downlink_RBs_MCS_15,SCell_Downlink_RBs_MCS_9,0.12255134909509335
37,ping_ms,PCell_Downlink_RBs_MCS_2,0.12248372519924304
7584,PCell_Cell_Identity,SCell_Downlink_RBs_MCS_22,0.12238949744264087
6517,PCell_Downlink_RBs_MCS_24,SCell_SNR_1,0.12235413426566714
589,Longitude,PCell_Downlink_RBs_MCS_15,0.12226877402569601
4600,PCell_Downlink_RBs_MCS_2,SCell_Downlink_RBs_MCS_7,0.12222868706203129
2182,cloudCover,SCell_Downlink_RBs_MCS_19,0.12209767149573311
1258,precipProbability,PCell_Downlink_RBs_MCS_29,0.12207158116677337
8117,SCell_RSRQ_2,SCell_Cell_Identity,0.12206757518825567
855,speed_kmh,PCell_Downlink_RBs_MCS_16,0.12203285413952139
6997,PCell_Downlink_RBs_MCS_30,SCell_Downlink_frequency,0.12199540180962644
6998,PCell_Downlink_RBs_MCS_30,SCell_Uplink_frequency,0.12199540180962133
6830,PCell_Downlink_RBs_MCS_28,SCell_Downlink_RBs_MCS_10,0.12195874026899269
6201,PCell_Downlink_RBs_MCS_20,SCell_RSSI_2,0.12190289277350257
6202,PCell_Downlink_RBs_MCS_20,SCell_RSSI_max,0.12190289277350257
4943,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_21,0.12176000584852806
587,Longitude,PCell_Downlink_RBs_MCS_13,0.12143926302377457
8102,SCell_RSRQ_2,SCell_Downlink_RBs_MCS_21,0.12142788558438694
5736,PCell_Downlink_RBs_MCS_14,SCell_Downlink_RBs_MCS_29,0.12142014785774297
5557,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_25,0.12136979152955774
6590,PCell_Downlink_RBs_MCS_25,SCell_RSSI_1,0.121284672917456
6437,PCell_Downlink_RBs_MCS_23,SCell_RSSI_1,0.12124076196257769
6399,PCell_Downlink_RBs_MCS_22,SCell_Downlink_Average_MCS,0.12115723943798325
7330,PCell_Uplink_Tx_Power_(dBm),SCell_Downlink_RBs_MCS_26,0.12108161785829204
4545,PCell_Downlink_RBs_MCS_2,PCell_Downlink_RBs_MCS_11,0.12107038906749823
4796,PCell_Downlink_RBs_MCS_4,SCell_Downlink_RBs_MCS_7,0.12105656290387477
3841,PCell_SNR_1,PCell_Downlink_RBs_MCS_27,0.12101581171214666
9464,SCell_Downlink_frequency,target_datarate,0.12092202233909989
9472,SCell_Uplink_frequency,target_datarate,0.12092202233909652
5450,PCell_Downlink_RBs_MCS_11,SCell_Downlink_RBs_MCS_7,0.12085948795757795
6389,PCell_Downlink_RBs_MCS_22,SCell_Downlink_RBs_MCS_22,0.12085629920202258
5638,PCell_Downlink_RBs_MCS_13,SCell_Downlink_RBs_MCS_18,0.12082814054405383
5550,PCell_Downlink_RBs_MCS_12,SCell_Downlink_RBs_MCS_18,0.1208059742373049
8275,SCell_RSSI_2,SCell_freq_MHz,0.12076234962725409
8324,SCell_RSSI_max,SCell_freq_MHz,0.12076234962725409
6575,PCell_Downlink_RBs_MCS_25,PCell_Uplink_Tx_Power_(dBm),0.12065041885381429
8319,SCell_RSSI_max,SCell_Cell_Identity,0.12064184399205871
8270,SCell_RSSI_2,SCell_Cell_Identity,0.12064184399205871
7191,PCell_Uplink_Num_RBs,SCell_Downlink_RBs_MCS_20,0.12058854029502782
593,Longitude,PCell_Downlink_RBs_MCS_19,0.12047230056919327
