,timestamp,Latitude,Longitude,Altitude,speed_kmh
49111,2021-06-22 15:40:57+02:00,52.513063333333335,13.329431666666666,40.1,13.7048
49115,2021-06-22 15:40:58+02:00,52.51306666666667,13.329483333333334,40.1,13.1492
49122,2021-06-22 15:40:59+02:00,52.51306833333334,13.329531666666666,40.0,11.2972
49126,2021-06-22 15:41:00+02:00,52.51307166666667,13.329568333333333,40.0,7.9636000000000005
49128,2021-06-22 15:41:01+02:00,52.51307333333333,13.32959,40.0,4.2596
49134,2021-06-22 15:41:02+02:00,52.51307166666667,13.329595,40.0,0.0
49136,2021-06-22 15:41:03+02:00,52.51307,13.329593333333333,39.9,0.0
49140,2021-06-22 15:41:04+02:00,52.51306833333334,13.32959,39.8,0.0
49145,2021-06-22 15:41:05+02:00,52.51306666666667,13.329586666666668,39.9,0.0
49149,2021-06-22 15:41:06+02:00,52.51306666666667,13.329586666666668,39.9,0.0
49151,2021-06-22 15:41:07+02:00,52.51306666666667,13.329586666666668,39.9,0.0
49156,2021-06-22 15:41:08+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49161,2021-06-22 15:41:09+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49163,2021-06-22 15:41:10+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49169,2021-06-22 15:41:11+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49172,2021-06-22 15:41:12+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49177,2021-06-22 15:41:13+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49179,2021-06-22 15:41:14+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49186,2021-06-22 15:41:15+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49190,2021-06-22 15:41:16+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49192,2021-06-22 15:41:17+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49195,2021-06-22 15:41:18+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49200,2021-06-22 15:41:19+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49205,2021-06-22 15:41:20+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49208,2021-06-22 15:41:21+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49211,2021-06-22 15:41:22+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49218,2021-06-22 15:41:23+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49221,2021-06-22 15:41:24+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49225,2021-06-22 15:41:25+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49227,2021-06-22 15:41:26+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49232,2021-06-22 15:41:27+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49237,2021-06-22 15:41:28+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49239,2021-06-22 15:41:29+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49243,2021-06-22 15:41:30+02:00,52.51306666666667,13.329586666666668,40.0,0.0
49247,2021-06-22 15:41:31+02:00,52.51306666666667,13.329586666666668,40.1,0.0
49253,2021-06-22 15:41:32+02:00,52.51306666666667,13.329586666666668,40.1,0.0
49257,2021-06-22 15:41:33+02:00,52.51306666666667,13.329586666666668,40.1,0.0
49260,2021-06-22 15:41:34+02:00,52.51306666666667,13.329586666666668,40.1,0.0
49265,2021-06-22 15:41:35+02:00,52.51306666666667,13.329588333333334,40.1,4.2596
49270,2021-06-22 15:41:36+02:00,52.51307,13.329621666666666,39.9,12.2232
49274,2021-06-22 15:41:37+02:00,52.513075,13.329683333333334,40.0,16.4828
49275,2021-06-22 15:41:38+02:00,52.51308,13.329755,40.0,17.7792
49280,2021-06-22 15:41:39+02:00,52.513085,13.329838333333333,39.9,21.6684
49283,2021-06-22 15:41:40+02:00,52.51309166666667,13.329936666666667,39.9,25.742800000000003
49288,2021-06-22 15:41:41+02:00,52.5131,13.330055,39.9,30.9284
49293,2021-06-22 15:41:42+02:00,52.513106666666665,13.330186666666666,39.9,32.9656
49296,2021-06-22 15:41:43+02:00,52.51311333333334,13.330328333333334,39.9,35.5584
49300,2021-06-22 15:41:44+02:00,52.51311833333333,13.330485,39.8,39.2624
49305,2021-06-22 15:41:45+02:00,52.51312166666666,13.330651666666666,39.9,41.4848
49308,2021-06-22 15:41:46+02:00,52.513125,13.330821666666667,39.9,41.8552
49312,2021-06-22 15:41:47+02:00,52.513133333333336,13.330993333333334,39.9,40.5588
49317,2021-06-22 15:41:48+02:00,52.51314333333333,13.331158333333333,39.9,39.4476
49321,2021-06-22 15:41:49+02:00,52.513151666666666,13.331318333333334,39.7,38.52160000000001
49323,2021-06-22 15:41:50+02:00,52.51316,13.331475,39.4,38.52160000000001
49328,2021-06-22 15:41:51+02:00,52.51317,13.331635,39.3,38.7068
49333,2021-06-22 15:41:52+02:00,52.51318,13.331795,39.2,38.52160000000001
49336,2021-06-22 15:41:53+02:00,52.51319,13.331955,39.1,39.4476
49341,2021-06-22 15:41:54+02:00,52.51320166666667,13.33212,38.9,40.744
49343,2021-06-22 15:41:55+02:00,52.51321333333333,13.332288333333333,38.9,42.4108
49347,2021-06-22 15:41:56+02:00,52.51322666666667,13.332466666666667,38.7,44.448
49351,2021-06-22 15:41:57+02:00,52.513238333333334,13.332648333333333,38.7,44.818400000000004
49358,2021-06-22 15:41:58+02:00,52.51325166666667,13.332835,38.5,46.8556
49359,2021-06-22 15:41:59+02:00,52.513265,13.333028333333333,38.4,47.5964
49366,2021-06-22 15:42:00+02:00,52.51327833333333,13.333221666666667,38.3,46.6704
49368,2021-06-22 15:42:01+02:00,52.51329166666667,13.33341,38.1,45.7444
49372,2021-06-22 15:42:02+02:00,52.51330333333333,13.333596666666667,38.0,45.003600000000006
49377,2021-06-22 15:42:03+02:00,52.51331666666667,13.333778333333333,38.0,44.077600000000004
49382,2021-06-22 15:42:04+02:00,52.513328333333334,13.333958333333333,37.8,44.6332
49383,2021-06-22 15:42:05+02:00,52.51333833333333,13.334141666666667,37.8,45.374
49389,2021-06-22 15:42:06+02:00,52.51334833333333,13.334328333333334,37.8,45.9296
49391,2021-06-22 15:42:07+02:00,52.51335666666667,13.334518333333333,37.7,46.6704
49398,2021-06-22 15:42:08+02:00,52.513365,13.334711666666667,37.6,47.5964
49400,2021-06-22 15:42:09+02:00,52.513373333333334,13.334908333333333,37.6,48.707600000000006
49405,2021-06-22 15:42:10+02:00,52.51338333333333,13.335108333333334,37.5,49.4484
49409,2021-06-22 15:42:11+02:00,52.513396666666665,13.33531,37.5,49.263200000000005
49413,2021-06-22 15:42:12+02:00,52.51341166666667,13.335508333333333,37.5,47.9668
49418,2021-06-22 15:42:13+02:00,52.51342833333333,13.3357,37.4,46.1148
49421,2021-06-22 15:42:14+02:00,52.513448333333336,13.335873333333334,37.4,40.5588
49424,2021-06-22 15:42:15+02:00,52.513465,13.336026666666667,37.5,35.0028
49430,2021-06-22 15:42:16+02:00,52.51347833333333,13.336163333333333,37.5,33.336
49434,2021-06-22 15:42:17+02:00,52.51349666666667,13.336295,37.5,33.336
49438,2021-06-22 15:42:18+02:00,52.513506666666665,13.336418333333333,37.6,29.446800000000003
49440,2021-06-22 15:42:19+02:00,52.51351,13.336528333333334,37.4,24.631600000000002
49443,2021-06-22 15:42:20+02:00,52.513513333333336,13.336618333333334,37.2,21.298000000000002
49450,2021-06-22 15:42:21+02:00,52.51352,13.3367,37.2,20.001600000000003
49453,2021-06-22 15:42:22+02:00,52.513525,13.33678,37.2,19.816399999999998
49455,2021-06-22 15:42:23+02:00,52.51352833333333,13.33686,37.3,20.5572
49459,2021-06-22 15:42:24+02:00,52.513533333333335,13.336943333333334,37.2,21.853600000000004
49466,2021-06-22 15:42:25+02:00,52.513545,13.337033333333334,37.7,24.631600000000002
49470,2021-06-22 15:42:26+02:00,52.513555,13.337143333333334,37.9,29.2616
49472,2021-06-22 15:42:27+02:00,52.51356833333333,13.33727,37.9,31.484
49477,2021-06-22 15:42:28+02:00,52.51358166666667,13.337405,38.0,34.262
49481,2021-06-22 15:42:29+02:00,52.513598333333334,13.337555,37.6,38.7068
49485,2021-06-22 15:42:30+02:00,52.51361166666667,13.337718333333333,37.7,40.744
49488,2021-06-22 15:42:31+02:00,52.513623333333335,13.337888333333334,37.8,41.4848
49494,2021-06-22 15:42:32+02:00,52.513635,13.338056666666667,37.9,40.00320000000001
49497,2021-06-22 15:42:33+02:00,52.513643333333334,13.338213333333334,37.5,37.4104
49499,2021-06-22 15:42:34+02:00,52.51365333333333,13.338363333333334,37.9,36.299200000000006
49506,2021-06-22 15:42:35+02:00,52.51365833333333,13.338513333333333,37.9,36.4844
49507,2021-06-22 15:42:36+02:00,52.513665,13.338663333333333,38.1,36.114000000000004
49512,2021-06-22 15:42:37+02:00,52.51367333333334,13.338811666666667,37.6,36.6696
49518,2021-06-22 15:42:38+02:00,52.51368166666666,13.338965,37.2,37.595600000000005
49522,2021-06-22 15:42:39+02:00,52.513691666666666,13.339121666666667,37.0,39.4476
49524,2021-06-22 15:42:40+02:00,52.51370333333333,13.339286666666666,37.0,41.299600000000005
49527,2021-06-22 15:42:41+02:00,52.51371666666667,13.339456666666667,37.0,42.4108
49533,2021-06-22 15:42:42+02:00,52.51372833333333,13.33963,37.0,42.0404
49536,2021-06-22 15:42:43+02:00,52.51374,13.339798333333333,36.9,40.744
49541,2021-06-22 15:42:44+02:00,52.51375,13.339961666666667,36.9,39.2624
49545,2021-06-22 15:42:45+02:00,52.51376166666667,13.340116666666667,36.9,36.8548
49549,2021-06-22 15:42:46+02:00,52.51377333333333,13.340261666666667,36.8,35.188
49553,2021-06-22 15:42:47+02:00,52.513783333333336,13.3404,36.8,32.9656
49555,2021-06-22 15:42:48+02:00,52.51379333333333,13.34053,36.9,31.2988
49559,2021-06-22 15:42:49+02:00,52.513801666666666,13.340656666666666,36.9,30.743200000000005
49563,2021-06-22 15:42:50+02:00,52.51381,13.34078,36.8,30.187600000000003
49569,2021-06-22 15:42:51+02:00,52.51381833333333,13.340895,36.8,29.2616
49572,2021-06-22 15:42:52+02:00,52.513828333333336,13.341013333333333,36.8,29.2616
49578,2021-06-22 15:42:53+02:00,52.51384,13.341131666666667,36.7,29.817200000000003
49579,2021-06-22 15:42:54+02:00,52.513848333333335,13.341251666666667,36.7,29.2616
49585,2021-06-22 15:42:55+02:00,52.513855,13.341368333333333,36.7,28.706000000000003
49589,2021-06-22 15:42:56+02:00,52.51386333333333,13.341486666666666,36.6,28.8912
49593,2021-06-22 15:42:57+02:00,52.513873333333336,13.341606666666667,36.5,30.187600000000003
49596,2021-06-22 15:42:58+02:00,52.51388333333333,13.341731666666666,36.5,31.669200000000004
49602,2021-06-22 15:42:59+02:00,52.513893333333336,13.341863333333333,36.5,33.891600000000004
49606,2021-06-22 15:43:00+02:00,52.513906666666664,13.342008333333334,36.5,37.04
49609,2021-06-22 15:43:01+02:00,52.51392166666667,13.342166666666667,36.4,40.00320000000001
49614,2021-06-22 15:43:02+02:00,52.513936666666666,13.342333333333332,36.5,42.4108
49615,2021-06-22 15:43:03+02:00,52.51394833333333,13.342511666666667,36.5,44.448
49621,2021-06-22 15:43:04+02:00,52.513956666666665,13.342698333333333,36.4,46.6704
49623,2021-06-22 15:43:05+02:00,52.51396833333333,13.342898333333334,36.4,49.8188
49628,2021-06-22 15:43:06+02:00,52.51398,13.343101666666666,36.5,50.3744
49632,2021-06-22 15:43:07+02:00,52.51399333333333,13.343311666666667,36.4,51.856
49637,2021-06-22 15:43:08+02:00,52.51400666666667,13.343528333333333,36.3,53.89320000000001
49641,2021-06-22 15:43:09+02:00,52.514021666666665,13.343753333333334,36.2,55.189600000000006
49645,2021-06-22 15:43:10+02:00,52.51403666666667,13.34398,36.3,55.56
49648,2021-06-22 15:43:11+02:00,52.51405166666667,13.344208333333333,36.2,55.9304
49654,2021-06-22 15:43:12+02:00,52.514066666666665,13.344438333333333,36.0,55.9304
49658,2021-06-22 15:43:13+02:00,52.51408166666667,13.344664999999999,36.0,54.634
49659,2021-06-22 15:43:14+02:00,52.51409666666667,13.344886666666667,36.0,53.708000000000006
49663,2021-06-22 15:43:15+02:00,52.514111666666665,13.345105,36.0,52.41160000000001
49667,2021-06-22 15:43:16+02:00,52.51412666666667,13.345316666666667,35.9,51.485600000000005
49673,2021-06-22 15:43:17+02:00,52.51414,13.345525,35.8,50.3744
49677,2021-06-22 15:43:18+02:00,52.514155,13.345728333333334,35.9,49.263200000000005
49682,2021-06-22 15:43:19+02:00,52.51416833333333,13.345928333333333,35.9,48.3372
49686,2021-06-22 15:43:20+02:00,52.514181666666666,13.346123333333333,35.9,47.226
49689,2021-06-22 15:43:21+02:00,52.514195,13.346315,35.8,46.1148
49692,2021-06-22 15:43:22+02:00,52.514208333333336,13.3465,35.9,45.1888
49695,2021-06-22 15:43:23+02:00,52.51422,13.346681666666667,35.9,44.077600000000004
49700,2021-06-22 15:43:24+02:00,52.51423166666667,13.34686,35.8,43.522000000000006
49704,2021-06-22 15:43:25+02:00,52.51424333333333,13.347035,35.8,42.781200000000005
49707,2021-06-22 15:43:26+02:00,52.51425166666667,13.347198333333333,35.7,37.7808
49713,2021-06-22 15:43:27+02:00,52.51426,13.347335,35.8,29.446800000000003
49717,2021-06-22 15:43:28+02:00,52.514268333333334,13.347436666666667,35.8,22.038800000000002
49720,2021-06-22 15:43:29+02:00,52.51427666666667,13.347501666666666,35.8,16.4828
49724,2021-06-22 15:43:30+02:00,52.51427833333333,13.347553333333334,35.9,12.2232
49729,2021-06-22 15:43:31+02:00,52.51428,13.347586666666666,35.9,7.408
49734,2021-06-22 15:43:32+02:00,52.51428166666667,13.347603333333334,35.9,3.8892
49735,2021-06-22 15:43:33+02:00,52.51428333333333,13.347611666666667,35.8,0.0
49739,2021-06-22 15:43:34+02:00,52.51428166666667,13.347608333333334,35.9,0.0
49745,2021-06-22 15:43:35+02:00,52.51428333333333,13.347605,35.9,0.0
49750,2021-06-22 15:43:36+02:00,52.514285,13.347601666666666,35.9,0.0
49751,2021-06-22 15:43:37+02:00,52.514285,13.347601666666666,35.9,0.0
49755,2021-06-22 15:43:38+02:00,52.514285,13.347601666666666,35.9,0.0
49762,2021-06-22 15:43:39+02:00,52.514285,13.347601666666666,35.9,0.0
49766,2021-06-22 15:43:40+02:00,52.514285,13.347601666666666,35.9,0.0
49768,2021-06-22 15:43:41+02:00,52.514285,13.347601666666666,35.9,0.0
49774,2021-06-22 15:43:42+02:00,52.514285,13.347606666666668,36.0,7.408
49775,2021-06-22 15:43:43+02:00,52.51428833333333,13.347653333333334,36.0,15.0012
49781,2021-06-22 15:43:44+02:00,52.514293333333335,13.34772,36.0,18.149600000000003
49786,2021-06-22 15:43:45+02:00,52.514298333333336,13.347798333333333,36.1,19.6312
49787,2021-06-22 15:43:46+02:00,52.514305,13.347886666666668,36.2,24.2612
49794,2021-06-22 15:43:47+02:00,52.514313333333334,13.347996666666667,36.1,28.5208
49795,2021-06-22 15:43:48+02:00,52.51432166666667,13.348121666666668,36.1,31.854400000000002
49799,2021-06-22 15:43:49+02:00,52.51433,13.348255,36.1,32.410000000000004
49804,2021-06-22 15:43:50+02:00,52.514338333333335,13.348391666666666,36.1,34.262
49808,2021-06-22 15:43:51+02:00,52.514345,13.348535,36.0,34.4472
49811,2021-06-22 15:43:52+02:00,52.514343333333336,13.348675,35.9,33.1508
49815,2021-06-22 15:43:53+02:00,52.51432666666667,13.348805,35.9,31.669200000000004
49821,2021-06-22 15:43:54+02:00,52.514295,13.348923333333333,36.0,31.2988
49824,2021-06-22 15:43:55+02:00,52.514253333333336,13.349035,36.0,32.2248
49827,2021-06-22 15:43:56+02:00,52.514201666666665,13.34914,36.0,32.9656
49834,2021-06-22 15:43:57+02:00,52.51414666666667,13.349245,36.1,33.7064
49837,2021-06-22 15:43:58+02:00,52.51408833333333,13.34935,36.1,34.4472
49842,2021-06-22 15:43:59+02:00,52.514028333333336,13.349458333333333,36.0,35.188
49844,2021-06-22 15:44:00+02:00,52.513978333333334,13.349581666666667,36.0,35.9288
49847,2021-06-22 15:44:01+02:00,52.513936666666666,13.349716666666666,36.0,37.04
49854,2021-06-22 15:44:02+02:00,52.51390333333333,13.34986,36.0,37.04
49858,2021-06-22 15:44:03+02:00,52.51388,13.350006666666667,36.1,37.04
49859,2021-06-22 15:44:04+02:00,52.51387,13.350158333333333,36.1,37.04
49866,2021-06-22 15:44:05+02:00,52.513875,13.350308333333333,36.0,36.299200000000006
49869,2021-06-22 15:44:06+02:00,52.51389,13.350453333333334,35.9,35.0028
49872,2021-06-22 15:44:07+02:00,52.51391,13.35059,35.9,33.52120000000001
49875,2021-06-22 15:44:08+02:00,52.513935,13.350718333333333,36.0,32.595200000000006
49881,2021-06-22 15:44:09+02:00,52.51396666666667,13.350841666666666,35.8,32.7804
49883,2021-06-22 15:44:10+02:00,52.514005,13.350955,35.6,31.484
49889,2021-06-22 15:44:11+02:00,52.514055,13.351053333333333,35.5,30.187600000000003
49891,2021-06-22 15:44:12+02:00,52.514116666666666,13.351128333333333,35.4,30.558
49898,2021-06-22 15:44:13+02:00,52.514181666666666,13.351193333333333,35.4,30.558
49901,2021-06-22 15:44:14+02:00,52.514248333333335,13.351255,35.3,30.0024
49905,2021-06-22 15:44:15+02:00,52.514315,13.351323333333333,35.2,30.743200000000005
49907,2021-06-22 15:44:16+02:00,52.51437833333333,13.3514,35.1,32.0396
49913,2021-06-22 15:44:17+02:00,52.51443833333333,13.351491666666666,35.1,33.336
49915,2021-06-22 15:44:18+02:00,52.51449,13.351601666666667,35.2,34.4472
49921,2021-06-22 15:44:19+02:00,52.51453166666667,13.351726666666666,35.2,35.0028
49923,2021-06-22 15:44:20+02:00,52.51456,13.351861666666666,35.1,33.891600000000004
49928,2021-06-22 15:44:21+02:00,52.51457833333333,13.351996666666667,35.0,32.7804
49932,2021-06-22 15:44:22+02:00,52.51459166666667,13.35213,35.0,32.2248
49937,2021-06-22 15:44:23+02:00,52.514601666666664,13.352258333333333,35.1,30.9284
49940,2021-06-22 15:44:24+02:00,52.51461166666667,13.352385,35.2,29.817200000000003
49946,2021-06-22 15:44:25+02:00,52.51462166666666,13.352508333333333,35.1,30.187600000000003
49947,2021-06-22 15:44:26+02:00,52.51463,13.352633333333333,35.0,30.743200000000005
49954,2021-06-22 15:44:27+02:00,52.51463833333333,13.352758333333334,35.0,29.446800000000003
49958,2021-06-22 15:44:28+02:00,52.514648333333334,13.352876666666667,35.0,28.706000000000003
49962,2021-06-22 15:44:29+02:00,52.51465666666667,13.352995,35.1,29.632
49963,2021-06-22 15:44:30+02:00,52.514665,13.353116666666667,35.1,30.0024
49970,2021-06-22 15:44:31+02:00,52.514671666666665,13.353238333333334,35.1,29.0764
49971,2021-06-22 15:44:32+02:00,52.51468166666667,13.353358333333333,35.1,29.632
49976,2021-06-22 15:44:33+02:00,52.51469,13.353481666666667,35.1,31.1136
49980,2021-06-22 15:44:34+02:00,52.514698333333335,13.35361,35.2,32.2248
49984,2021-06-22 15:44:35+02:00,52.51470666666667,13.353741666666666,35.3,32.2248
49987,2021-06-22 15:44:36+02:00,52.51471333333333,13.353871666666667,35.2,30.9284
49992,2021-06-22 15:44:37+02:00,52.51472166666667,13.353995,35.2,29.446800000000003
49995,2021-06-22 15:44:38+02:00,52.51473,13.354113333333334,35.1,28.1504
49999,2021-06-22 15:44:39+02:00,52.514738333333334,13.354225,35.1,27.0392
50006,2021-06-22 15:44:40+02:00,52.514745,13.354333333333333,35.2,25.928
50007,2021-06-22 15:44:41+02:00,52.51475166666667,13.35443,35.2,21.4832
50014,2021-06-22 15:44:42+02:00,52.51475666666666,13.354506666666667,35.1,16.297600000000003
50018,2021-06-22 15:44:43+02:00,52.514761666666665,13.354568333333333,35.1,15.186399999999999
50020,2021-06-22 15:44:44+02:00,52.514765,13.354633333333334,35.0,16.668
50025,2021-06-22 15:44:45+02:00,52.51477,13.354705,35.0,20.5572
50027,2021-06-22 15:44:46+02:00,52.514775,13.354793333333333,35.0,23.3352
50034,2021-06-22 15:44:47+02:00,52.514781666666664,13.354888333333333,35.1,23.705600000000004
50036,2021-06-22 15:44:48+02:00,52.514788333333335,13.354981666666667,35.1,23.3352
50040,2021-06-22 15:44:49+02:00,52.51479333333333,13.355076666666667,35.0,23.150000000000002
50043,2021-06-22 15:44:50+02:00,52.51479833333333,13.355168333333333,34.9,21.6684
50048,2021-06-22 15:44:51+02:00,52.51480333333333,13.35525,34.9,19.260800000000003
50051,2021-06-22 15:44:52+02:00,52.514806666666665,13.35532,34.9,16.297600000000003
50058,2021-06-22 15:44:53+02:00,52.51481,13.355376666666666,35.0,12.4084
50062,2021-06-22 15:44:54+02:00,52.514813333333336,13.355418333333333,35.0,9.074800000000002
50066,2021-06-22 15:44:55+02:00,52.514813333333336,13.355445,34.9,4.63
50067,2021-06-22 15:44:56+02:00,52.514813333333336,13.355453333333333,34.8,0.0
50071,2021-06-22 15:44:57+02:00,52.51481166666667,13.355451666666667,34.8,0.0
50075,2021-06-22 15:44:58+02:00,52.51481,13.355448333333333,34.8,0.0
50082,2021-06-22 15:44:59+02:00,52.514808333333335,13.355441666666668,34.8,0.0
50206,2021-06-22 15:56:30+02:00,52.51497,13.357968333333334,31.5,0.0
50208,2021-06-22 15:56:31+02:00,52.51497,13.357968333333334,31.4,0.0
50212,2021-06-22 15:56:32+02:00,52.51497,13.357968333333334,31.4,0.0
50215,2021-06-22 15:56:33+02:00,52.51497,13.357968333333334,31.4,0.0
50222,2021-06-22 15:56:34+02:00,52.51497,13.357968333333334,31.4,0.0
50226,2021-06-22 15:56:35+02:00,52.51497,13.357968333333334,31.5,0.0
50228,2021-06-22 15:56:36+02:00,52.51497,13.357968333333334,31.5,0.0
50231,2021-06-22 15:56:37+02:00,52.51497,13.357968333333334,31.5,0.0
50238,2021-06-22 15:56:38+02:00,52.51497,13.357968333333334,31.5,0.0
50239,2021-06-22 15:56:39+02:00,52.51497,13.357968333333334,31.5,0.0
50243,2021-06-22 15:56:40+02:00,52.51497,13.357968333333334,31.5,0.0
50247,2021-06-22 15:56:41+02:00,52.51497,13.357968333333334,31.5,0.0
50251,2021-06-22 15:56:42+02:00,52.51497,13.357968333333334,31.5,0.0
50256,2021-06-22 15:56:43+02:00,52.51497,13.357968333333334,31.5,0.0
50262,2021-06-22 15:56:44+02:00,52.51497,13.357968333333334,31.5,0.0
50263,2021-06-22 15:56:45+02:00,52.51497,13.357968333333334,31.5,0.0
50267,2021-06-22 15:56:46+02:00,52.51497,13.357968333333334,31.5,0.0
50272,2021-06-22 15:56:47+02:00,52.51497,13.357968333333334,31.5,0.0
50277,2021-06-22 15:56:48+02:00,52.51497,13.357968333333334,31.5,0.0
50281,2021-06-22 15:56:49+02:00,52.51497,13.357968333333334,31.5,0.0
50283,2021-06-22 15:56:50+02:00,52.51497,13.357968333333334,31.5,0.0
50290,2021-06-22 15:56:51+02:00,52.51497,13.357968333333334,31.5,0.0
50291,2021-06-22 15:56:52+02:00,52.51497,13.357968333333334,31.5,0.0
50295,2021-06-22 15:56:53+02:00,52.51497,13.357968333333334,31.5,0.0
50302,2021-06-22 15:56:54+02:00,52.51497,13.357968333333334,31.5,0.0
50303,2021-06-22 15:56:55+02:00,52.51497,13.357968333333334,31.5,0.0
50310,2021-06-22 15:56:56+02:00,52.51497,13.357968333333334,31.5,0.0
50313,2021-06-22 15:56:57+02:00,52.51497,13.357968333333334,31.5,0.0
50316,2021-06-22 15:56:58+02:00,52.51497,13.357968333333334,31.5,0.0
50322,2021-06-22 15:56:59+02:00,52.51497,13.357968333333334,31.5,0.0
50324,2021-06-22 15:57:00+02:00,52.51497,13.357968333333334,31.5,0.0
50327,2021-06-22 15:57:01+02:00,52.51497,13.357968333333334,31.5,0.0
50334,2021-06-22 15:57:02+02:00,52.51497,13.357968333333334,31.5,0.0
50338,2021-06-22 15:57:03+02:00,52.51497,13.357968333333334,31.5,0.0
50342,2021-06-22 15:57:04+02:00,52.51497,13.357968333333334,31.5,0.0
50343,2021-06-22 15:57:05+02:00,52.51497,13.357968333333334,31.5,0.0
50347,2021-06-22 15:57:06+02:00,52.51497,13.357968333333334,31.5,0.0
50353,2021-06-22 15:57:07+02:00,52.51497,13.357968333333334,31.5,0.0
50355,2021-06-22 15:57:08+02:00,52.51497,13.357968333333334,31.5,0.0
50359,2021-06-22 15:57:09+02:00,52.51497,13.357968333333334,31.5,0.0
50364,2021-06-22 15:57:10+02:00,52.51497,13.357968333333334,31.5,0.0
50369,2021-06-22 15:57:11+02:00,52.51497,13.357968333333334,31.5,0.0
50371,2021-06-22 15:57:12+02:00,52.51497,13.357968333333334,31.5,2.5928
50375,2021-06-22 15:57:13+02:00,52.51497333333333,13.357978333333334,31.5,6.1116
50379,2021-06-22 15:57:14+02:00,52.51498,13.358016666666666,31.5,12.778800000000002
50386,2021-06-22 15:57:15+02:00,52.514985,13.358081666666667,31.5,17.2236
50389,2021-06-22 15:57:16+02:00,52.51499,13.358165,31.4,21.298000000000002
50393,2021-06-22 15:57:17+02:00,52.51499666666667,13.358273333333333,31.4,29.2616
50397,2021-06-22 15:57:18+02:00,52.515006666666665,13.358406666666667,31.3,33.336
50400,2021-06-22 15:57:19+02:00,52.51501666666667,13.358553333333333,31.3,37.2252
50404,2021-06-22 15:57:20+02:00,52.51502833333333,13.35872,31.3,42.596000000000004
50408,2021-06-22 15:57:21+02:00,52.51504,13.358908333333334,31.3,48.5224
50412,2021-06-22 15:57:22+02:00,52.515051666666665,13.359113333333333,31.3,50.3744
50416,2021-06-22 15:57:23+02:00,52.51506333333333,13.359326666666666,31.3,52.41160000000001
50422,2021-06-22 15:57:24+02:00,52.515076666666666,13.359546666666667,31.3,53.5228
50424,2021-06-22 15:57:25+02:00,52.51508833333333,13.359768333333333,31.2,54.0784
50430,2021-06-22 15:57:26+02:00,52.515101666666666,13.359991666666666,31.3,54.4488
50432,2021-06-22 15:57:27+02:00,52.515116666666664,13.360216666666666,31.3,55.004400000000004
50436,2021-06-22 15:57:28+02:00,52.51513,13.360445,31.3,55.56
50440,2021-06-22 15:57:29+02:00,52.515145,13.360675,31.3,55.745200000000004
50443,2021-06-22 15:57:30+02:00,52.51515833333333,13.360906666666667,31.3,56.671200000000006
50448,2021-06-22 15:57:31+02:00,52.51517333333334,13.361138333333333,31.3,56.1156
50453,2021-06-22 15:57:32+02:00,52.51519,13.361366666666667,31.3,56.486000000000004
50456,2021-06-22 15:57:33+02:00,52.515206666666664,13.361588333333334,31.3,54.0784
50462,2021-06-22 15:57:34+02:00,52.515238333333336,13.361801666666667,31.5,52.5968
50466,2021-06-22 15:57:35+02:00,52.515255,13.362015,31.5,51.3004
50468,2021-06-22 15:57:36+02:00,52.51527166666666,13.362225,31.5,51.485600000000005
50471,2021-06-22 15:57:37+02:00,52.51529,13.362436666666667,31.6,52.41160000000001
50475,2021-06-22 15:57:38+02:00,52.515305,13.362651666666666,31.7,52.782000000000004
50482,2021-06-22 15:57:39+02:00,52.51532,13.362870000000001,31.7,52.0412
50486,2021-06-22 15:57:40+02:00,52.51533333333333,13.36309,31.7,52.41160000000001
50487,2021-06-22 15:57:41+02:00,52.515346666666666,13.363316666666666,31.8,56.671200000000006
50492,2021-06-22 15:57:42+02:00,52.51536,13.363553333333334,31.8,58.893600000000006
50498,2021-06-22 15:57:43+02:00,52.515373333333336,13.363796666666667,31.9,59.63440000000001
50500,2021-06-22 15:57:44+02:00,52.51539,13.364043333333333,32.0,59.819599999999994
50505,2021-06-22 15:57:45+02:00,52.515405,13.364296666666666,32.1,62.968
50510,2021-06-22 15:57:46+02:00,52.51542333333333,13.364556666666667,32.3,64.0792
